"","codigo_renacyt","Investigador","Genero","URL_CTI_Vitae","grupo","nivel","Fecha_de_inicio_de_vigencia","fecha_fin_de_vigencia","Rango_de_Edad","reglamento"
"359","P0003276","GIL KODAKA, PATRICIA LILIANA","Femenino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=3276",NA,"III",2022-02-08,NA,"Entre 60 a 69 años","Reglamento 2021"
"360","P0182002","LOROÑO GONZÁLEZ, MARCOS ANTONIO","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=182002",NA,"II",2022-02-10,NA,"Entre 50 a 59 años","Reglamento 2021"
"361","P0177054","GONZALEZ REAÑO, JORGE LUIS","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=177054",NA,"VII",2022-02-10,NA,"Entre 30 a 39 años","Reglamento 2021"
"362","P0039163","MUNAYCO GUILLEN, FERNANDO","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=39163",NA,"VII",2022-02-08,NA,"Entre 30 a 39 años","Reglamento 2021"
"363","P0051174","MORALES VADILLO, RAFAEL","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=51174",NA,"III",2022-02-08,NA,"Entre 40 a 49 años","Reglamento 2021"
"364","P0036231","CONTRERAS GARCIA, CARMEN ADRIANA","Femenino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=36231",NA,"IV",2022-02-08,NA,"Entre 30 a 39 años","Reglamento 2021"
"365","P0019574","ALVARADO CUTIPA FLORES, GERMAN FELIPE","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=19574",NA,"III",2022-02-08,NA,"Entre 50 a 59 años","Reglamento 2021"
"366","P0180168","RITUAY TRUJILLO, PABLO ALFREDO","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=180168",NA,"VII",2022-02-09,NA,"Entre 20 a 29 años","Reglamento 2021"
"367","P0071661","BRITZKE BRITZKE, RICARDO","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=71661",NA,"IV",2022-02-08,NA,"Entre 30 a 39 años","Reglamento 2021"
"368","P0072083","PERICH CAMPOS, RISTO ALFREDO","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=72083",NA,"III",2022-02-08,NA,"Entre 60 a 69 años","Reglamento 2021"
"369","P0001714","VARGAS HERRERA, JAVIER ROGER RAUL","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=1714",NA,"IV",2022-02-10,NA,"Entre 50 a 59 años","Reglamento 2021"
"370","P0011894","FERNANDEZ MENDEZ, CHRISTIAN JESUS","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=11894",NA,"V",2022-02-10,NA,"Entre 30 a 39 años","Reglamento 2021"
"371","P0066055","HADZICH GIROLA, ANTONELLA","Femenino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=66055",NA,"V",2022-02-08,NA,"Entre 30 a 39 años","Reglamento 2021"
"372","P0014400","MONTAÑEZ HUAMAN, LIZ MARGARITA","Femenino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=14400","Maria Rostworowski","I",2019-10-01,2022-10-01,"Entre 30 a 39 años","Reglamento 2018"
"373","P0029816","FLORES TRUJILLO, GUSTAVO ADOLFO","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=29816","Maria Rostworowski","III",2019-10-01,2021-10-01,"Entre 40 a 49 años","Reglamento 2018"
"374","P0016555","CARITA MONTERO, RAUL FELIX","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=16555","Maria Rostworowski","III",2019-10-01,2021-10-01,"Entre 50 a 59 años","Reglamento 2018"
"375","P0019729","YARANGA CANO, RAUL MARINO","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=19729","Carlos Monge Medrano","IV",2020-05-07,2022-05-07,"Entre 60 a 69 años","Reglamento 2018"
"376","P0024664","GUILLEN PINTO, ROSENDO DANIEL","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=24664","Carlos Monge Medrano","III",2019-10-01,2021-10-01,"Entre 60 a 69 años","Reglamento 2018"
"377","P0015315","DURAND VELAZCO, SALOMON","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=15315","Carlos Monge Medrano","III",2019-10-01,2021-10-01,"Entre 50 a 59 años","Reglamento 2018"
"378","P0089378","SALAZAR ESPINOZA, DAVID ELI","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=89378","Maria Rostworowski","I",2019-10-01,2022-10-01,"Entre 50 a 59 años","Reglamento 2018"
"379","P0066596","HELGUERO SANTIN, LUIS MIGUEL","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=66596","Maria Rostworowski","I",2019-10-01,2022-10-01,"Entre 20 a 29 años","Reglamento 2018"
"380","P0102069","IZQUIERDO VILLAVICENCIO, LUIS OSWALDO","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=102069","Carlos Monge Medrano","III",2019-10-01,2021-10-01,"Entre 50 a 59 años","Reglamento 2018"
"381","P0013439","MERINO RAFAEL, FERNANDO ABILIO","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13439","Maria Rostworowski","I",2019-10-01,2022-10-01,"Entre 60 a 69 años","Reglamento 2018"
"382","P0039080","RAMIREZ SANCHEZ, JULIA MERCEDES","Femenino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=39080","Maria Rostworowski","II",2021-08-02,2024-08-02,"Entre 50 a 59 años","Reglamento 2018"
"383","P0141386","VASQUEZ TIRADO, GUSTAVO ADOLFO","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=141386","Maria Rostworowski","II",2021-07-26,2024-07-26,"Entre 40 a 49 años","Reglamento 2018"
"384","P0077531","ALLEMANT ORTIZ, LUIS JESUS","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=77531","Maria Rostworowski","II",2019-10-01,2022-10-01,"Entre 30 a 39 años","Reglamento 2018"
"385","P0055303","LOLI POMA, TELMO PABLO","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=55303","Maria Rostworowski","II",2021-08-18,2024-08-18,"Entre 40 a 49 años","Reglamento 2018"
"386","P0038608","CONDOR CASTILLO, SANDRA LISSETH","Femenino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=38608","Maria Rostworowski","III",2019-10-01,2021-10-01,"Entre 30 a 39 años","Reglamento 2018"
"387","P0003837","LONCHARICH VERA, NATALIE ROXANA","Femenino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=3837","Maria Rostworowski","III",2021-06-01,2023-06-01,"Entre 50 a 59 años","Reglamento 2018"
"388","P0013438","LUDEÑA HINOJOSA, YVETTE","Femenino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13438","Maria Rostworowski","I",2019-10-01,2022-10-01,"Entre 40 a 49 años","Reglamento 2018"
"389","P0058600","VASQUEZ HUAMAN, EDUARDO ENRIQUE","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=58600","Maria Rostworowski","I",2019-10-01,2022-10-01,"Entre 60 a 69 años","Reglamento 2018"
"390","P0011084","DREIFUSS SERRANO, CRISTINA ISABEL","Femenino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=11084","Maria Rostworowski","I",2021-07-30,2024-07-30,"Entre 30 a 39 años","Reglamento 2018"
"391","P0086957","BARTOLINI MARTINEZ, ROSARIO MERCEDES","Femenino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=86957","Maria Rostworowski","III",2019-10-01,2021-10-01,"Entre 60 a 69 años","Reglamento 2018"
"392","P0043795","FABIAN ARIAS VDA. DE RIVERA, EUGENIA","Femenino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=43795","Carlos Monge Medrano","IV",2020-12-31,2022-12-31,"Entre 60 a 69 años","Reglamento 2018"
"393","P0013365","NAPURI ESPEJO, RODOLFO ANDRES","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=13365","Maria Rostworowski","I",2020-09-16,2023-09-16,"Entre 30 a 39 años","Reglamento 2018"
"394","P0016736","RIZO PATRON VIALE, FEDERICO LUIS SEBASTIAN","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=16736","Maria Rostworowski","III",2019-10-01,2021-10-01,"Entre 40 a 49 años","Reglamento 2018"
"395","P0156479","ZHANG , LEI","Femenino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=156479","Maria Rostworowski","I",2020-12-31,2023-12-31,"Entre 30 a 39 años","Reglamento 2018"
"396","P0181450","FULLER OSORES, NORMA JOSEFINA","Femenino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=181450","Carlos Monge Medrano","III",2019-10-01,2021-10-01,"Entre 70 a 79 años","Reglamento 2018"
"397","P0078559","SALINAS PRIETO, ELMER HAMILTON","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=78559","Maria Rostworowski","II",2019-10-01,2022-10-01,"Entre 60 a 69 años","Reglamento 2018"
"398","P0057282","GUERRA CACERES, EMILIO MANUEL","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=57282","Carlos Monge Medrano","IV",2021-05-17,2023-05-17,"Entre 50 a 59 años","Reglamento 2018"
"399","P0065771","RENTERIA AYQUIPA, RONALD ALBERTO","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=65771","Maria Rostworowski","I",2020-09-24,2023-09-24,"Entre 40 a 49 años","Reglamento 2018"
"400","P0014076","FAJARDO QUISPE, URSULA CRISTINA","Femenino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=14076","Maria Rostworowski","II",2019-10-01,2022-10-01,"Entre 40 a 49 años","Reglamento 2018"
"401","P0108908","HENRIQUEZ BERTAGGIA, MARIA ALEJANDRA","Femenino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=108908","Carlos Monge Medrano","III",2019-10-01,2021-10-01,"Entre 40 a 49 años","Reglamento 2018"
"402","P0052732","GEU FLORES, FRANCISCO","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=52732","Maria Rostworowski","I",2019-10-01,2022-10-01,"Entre 40 a 49 años","Reglamento 2018"
"403","P0000194","DE STEFANO BELTRAN, LUIS JULIO CESAR","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=194","Maria Rostworowski","I",2019-10-01,2022-10-01,"Entre 60 a 69 años","Reglamento 2018"
"404","P0016257","ORTEGA DAVILA, GERARDO OLIMPIO","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=16257","Maria Rostworowski","I",2019-10-01,2022-10-01,"Entre 50 a 59 años","Reglamento 2018"
"405","P0023315","LI ELIAS, OLGA MIRTHA","Femenino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=23315","Carlos Monge Medrano","II",2019-10-01,2022-10-01,"Entre 70 a 79 años","Reglamento 2018"
"406","P0002953","CANO ECHEVARRIA, ASUNCION ALIPIO","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=2953","Carlos Monge Medrano","I",2019-10-01,2022-10-01,"Entre 60 a 69 años","Reglamento 2018"
"407","P0069102","PAJUELO RAMIREZ, JAIME RENATO","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=69102","Maria Rostworowski","I",2019-10-01,2022-10-01,"Entre 70 a 79 años","Reglamento 2018"
"408","P0083689","DELGADO HUAMANI, WILLY LEONIDAS","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=83689","Maria Rostworowski","III",2019-10-01,2021-10-01,"Entre 30 a 39 años","Reglamento 2018"
"409","P0031555","ZARZOSA ROJAS, MICHEL ANYELO","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=31555","Maria Rostworowski","III",2019-10-01,2021-10-01,"Entre 30 a 39 años","Reglamento 2018"
"410","P0079631","GONZALES SAENZ, PEDRO AUGUSTO","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=79631","Carlos Monge Medrano","III",2019-10-01,2021-10-01,"Entre 50 a 59 años","Reglamento 2018"
"411","P0003148","CANEPA VEGA, KATIA FABIOLA","Femenino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=3148","Maria Rostworowski","I",2019-10-01,2022-10-01,"Entre 30 a 39 años","Reglamento 2018"
"412","P0003277","BLONDET SAAVEDRA, JORGE MARCIAL","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=3277","Carlos Monge Medrano","III",2019-10-01,2021-10-01,"Entre 70 a 79 años","Reglamento 2018"
"413","P0091809","PASTOR RAMIREZ, NORMA","Femenino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=91809","Maria Rostworowski","I",2020-07-02,2023-07-02,"Entre 50 a 59 años","Reglamento 2018"
"414","P0040623","RAMOS DELGADO, DAPHNE DORIS","Femenino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=40623","Carlos Monge Medrano","III",2019-10-01,2021-10-01,"Entre 50 a 59 años","Reglamento 2018"
"415","P0171180","GALLARDO JUGO, BERTHA ELENA","Femenino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=171180","Maria Rostworowski","II",2019-10-01,2022-10-01,"Entre 60 a 69 años","Reglamento 2018"
"416","P0003800","AQUINO YARIHUAMAN, ROLANDO MARINO","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=3800","Carlos Monge Medrano","II",2019-10-01,2022-10-01,"Entre 70 a 79 años","Reglamento 2018"
"417","P0012246","RIVERA ALBINAGORTA, FULTON PAUL","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=12246","Carlos Monge Medrano","III",2019-10-01,2021-10-01,"Entre 30 a 39 años","Reglamento 2018"
"418","P0080417","LOPEZ YUCRA, KARLA GABRIELA","Femenino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=80417","Maria Rostworowski","III",2019-10-01,2021-10-01,"Entre 20 a 29 años","Reglamento 2018"
"419","P0130842","FLORES GUTIERREZ, JOSE OVIDIO","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=130842","Maria Rostworowski","I",2019-10-01,2022-10-01,"Entre 60 a 69 años","Reglamento 2018"
"420","P0105256","CORTEZ FRANCO, FLORENCIO AUDBERTO","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=105256","Maria Rostworowski","III",2019-10-01,2021-10-01,"Entre 60 a 69 años","Reglamento 2018"
"421","P0055085","GUEVARA DIAZ, JORGE LUIS","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=55085","Maria Rostworowski","I",2019-10-01,2022-10-01,"Entre 40 a 49 años","Reglamento 2018"
"422","P0080585","GOMEZ CHOQUE, DIOGENES ENMANUEL","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=80585","Maria Rostworowski","III",2019-10-01,2021-10-01,"Entre 40 a 49 años","Reglamento 2018"
"423","P0014236","ORTIZ ALFARO, CONRAD","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=14236","Maria Rostworowski","III",2019-10-01,2021-10-01,"Entre 50 a 59 años","Reglamento 2018"
"424","P0040964","GAMARRA DIAZ, LUIS GUSTAVO","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=40964","Maria Rostworowski","I",2019-10-01,2022-10-01,"Entre 30 a 39 años","Reglamento 2018"
"425","P0002284","SALAZAR RODRIGUEZ, ALBERTINA IVONNE","Femenino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=2284","Maria Rostworowski","II",2021-08-03,2024-08-03,"Entre 60 a 69 años","Reglamento 2018"
"426","P0063818","OLIVA NUÑEZ, JUAN MANUEL","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=63818","Carlos Monge Medrano","IV",2020-09-16,2022-09-16,"Entre 50 a 59 años","Reglamento 2018"
"427","P0090793","CORNEJO MEDINA, WILLIAM RENEE","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=90793","Maria Rostworowski","II",2019-10-01,2022-10-01,"Entre 60 a 69 años","Reglamento 2018"
"428","P0016612","RAFAEL RUTTE, ROBERT RICHARD","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=16612","Carlos Monge Medrano","IV",2021-08-03,2023-08-03,"Entre 40 a 49 años","Reglamento 2018"
"429","P0001482","OCAMPO YAHUARCANI, ISAAC","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=1482","Maria Rostworowski","I",2019-10-01,2022-10-01,"Entre 40 a 49 años","Reglamento 2018"
"430","P0018190","MURILLO VELIZ, BRAULIO OSCAR","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=18190","Maria Rostworowski","III",2019-10-01,2021-10-01,"Entre 30 a 39 años","Reglamento 2018"
"431","P0064570","VALDERRAMA PEREZ, LUCIO WALTER MANUEL","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=64570","Maria Rostworowski","I",2019-10-01,2022-10-01,"Entre 70 a 79 años","Reglamento 2018"
"432","P0011952","BELUPU AMAYA, CESAR IVAN","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=11952","Maria Rostworowski","III",2019-10-01,2021-10-01,"Entre 30 a 39 años","Reglamento 2018"
"433","P0033598","QUIÑONEZ ZUMAETA, ALESSANDRA SILVANA","Femenino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=33598","Maria Rostworowski","III",2019-10-01,2021-10-01,"Entre 30 a 39 años","Reglamento 2018"
"434","P0045777","CASALINO SEN, CARLOTA ALICIA","Femenino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=45777","Maria Rostworowski","I",2019-10-01,2022-10-01,"Entre 60 a 69 años","Reglamento 2018"
"435","P0012477","CASAS VELASQUEZ, GINA CLARISSA","Femenino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=12477","Carlos Monge Medrano","III",2019-10-01,2021-10-01,"Entre 40 a 49 años","Reglamento 2018"
"436","P0156870","TAIPE CAMPOS, NESTOR GODOFREDO","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=156870","Maria Rostworowski","I",2020-05-07,2023-05-07,"Entre 60 a 69 años","Reglamento 2018"
"437","P0030340","POGGI PARODI, DANTE FERNANDO","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=30340","Maria Rostworowski","I",2019-10-01,2022-10-01,"Entre 30 a 39 años","Reglamento 2018"
"438","P0012823","JIMENEZ DIANDERAS, CARLOS ROLANDO","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=12823","Maria Rostworowski","III",2019-10-01,2021-10-01,"Entre 50 a 59 años","Reglamento 2018"
"439","P0000355","LOPEZ SOTOMAYOR, ALBERTO ERNESTO","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=355","Maria Rostworowski","I",2019-10-01,2022-10-01,"Entre 50 a 59 años","Reglamento 2018"
"440","P0030195","CARDENAS TORO, FIORELLA PATRICIA","Femenino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=30195","Carlos Monge Medrano","III",2020-07-02,2022-07-02,"Entre 40 a 49 años","Reglamento 2018"
"441","P0040681","CHACALTANA MENDOZA, ALFONSO","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=40681","Carlos Monge Medrano","III",2019-10-01,2021-10-01,"Entre 40 a 49 años","Reglamento 2018"
"442","P0005460","GARAY MONTES, RICHER","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=5460","Maria Rostworowski","III",2019-10-01,2021-10-01,"Entre 40 a 49 años","Reglamento 2018"
"443","P0003859","RAMIREZ HUAROTO, DÁMASO WILFREDO","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=3859","Maria Rostworowski","I",2020-09-24,2023-09-24,"Entre 30 a 39 años","Reglamento 2018"
"444","P0037490","DELGADO APARICIO VILLARAN, LUIS FELIPE ALI","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=37490","Carlos Monge Medrano","I",2019-10-01,2022-10-01,"Entre 50 a 59 años","Reglamento 2018"
"445","P0198172","LIZARRAGA MENDOZA, KARLO JOHN","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=198172","Maria Rostworowski","I",2020-12-21,2023-12-21,"Entre 30 a 39 años","Reglamento 2018"
"446","P0002262","REYNEL RODRIGUEZ, CARLOS AUGUSTO","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=2262","Carlos Monge Medrano","III",2019-10-01,2021-10-01,"Entre 60 a 69 años","Reglamento 2018"
"447","P0011830","LIZARDO HUERTA, JUAN CARLOS","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=11830","Carlos Monge Medrano","IV",2019-10-01,2021-10-01,"Entre 40 a 49 años","Reglamento 2018"
"448","P0061187","PILLACA MONTES, JENNY","Femenino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=61187","Maria Rostworowski","I",2019-10-01,2022-10-01,"Entre 40 a 49 años","Reglamento 2018"
"449","P0011298","LEON JANAMPA, NANCY","Femenino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=11298","Maria Rostworowski","II",2019-10-01,2022-10-01,"Entre 30 a 39 años","Reglamento 2018"
"450","P0003552","ESTELA ESCALANTE, WALDIR DESIDERIO","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=3552","Carlos Monge Medrano","IV",2019-10-01,2021-10-01,"Entre 40 a 49 años","Reglamento 2018"
"451","P0000433","CUELLAR BAUTISTA, JOSE ELOY","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=433","Maria Rostworowski","I",2019-10-01,2022-10-01,"Entre 50 a 59 años","Reglamento 2018"
"452","P0001451","BEDREGAL SALAS, PATRICIA SOCORRO","Femenino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=1451","Carlos Monge Medrano","III",2019-10-01,2021-10-01,"Entre 60 a 69 años","Reglamento 2018"
"453","P0003481","CORDOVA SANTA GADEA, JESUS HUMBERTO","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=3481","Maria Rostworowski","II",2019-10-01,2022-10-01,"Entre 70 a 79 años","Reglamento 2018"
"454","P0083555","GAMBOA ALVARADO, ELOY","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=83555","Maria Rostworowski","II",2020-09-16,2023-09-16,"Entre 40 a 49 años","Reglamento 2018"
"455","P0010023","CANELO AYBAR, CARLOS GILBERTO","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=10023","Carlos Monge Medrano","III",2019-10-01,2021-10-01,"Entre 40 a 49 años","Reglamento 2018"
"456","P0052500","LOAYZA ARGUELLES, ARTEMIA","Femenino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=52500","Maria Rostworowski","I",2019-10-01,2022-10-01,"Entre 40 a 49 años","Reglamento 2018"
"457","P0015236","ARCE FERRUFINO, GRETTA LARISA AURORA","Femenino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=15236","Carlos Monge Medrano","IV",2019-10-01,2021-10-01,"Entre 40 a 49 años","Reglamento 2018"
"458","P0012808","FERNANDEZ DE CORDOVA GUTIERREZ, GRACIELA DEL CARMEN","Femenino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=12808","Maria Rostworowski","I",2019-10-01,2022-10-01,"Entre 60 a 69 años","Reglamento 2018"
"459","P0039509","MALAGA RODRIGUEZ, GERMAN JAVIER","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=39509","Carlos Monge Medrano","I",2019-10-01,2022-10-01,"Entre 50 a 59 años","Reglamento 2018"
"460","P0071929","ARIAS ARROYO, GLADYS CONSTANZA","Femenino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=71929","Maria Rostworowski","I",2019-10-01,2022-10-01,"Entre 60 a 69 años","Reglamento 2018"
"461","P0114024","ARIAS BOLZMANN, LEOPOLDO GABRIEL IGNACIO","Masculino","https://ctivitae.concytec.gob.pe/appDirectorioCTI/VerDatosInvestigador.do?id_investigador=114024","Carlos Monge Medrano","III",2019-10-01,2021-10-01,"Entre 60 a 69 años","Reglamento 2018"
